group	x	y	clickSelects
13835	-44.75	48.25	44
13835	-44.75	48.75	44
13835	-43.25	48.75	44
13835	-43.25	47.75	44
13835	-42.75	47.75	44
13835	-42.25	48.25	44
13835	-41.75	48.25	44
13835	-41.75	47.25	44
13835	-40.75	47.25	44
13835	-40.75	46.25	44
13835	-39.75	46.25	44
13835	-39.25	45.75	44
13835	-39.25	44.75	44
13835	-38.25	43.75	44
13835	-37.75	43.75	44
13835	-37.75	44.75	44
13835	-37.25	44.75	44
13835	-35.75	43.25	44
13835	-35.75	42.75	44
13835	-36.25	42.75	44
13835	-36.75	43.25	44
13835	-37.25	43.25	44
13835	-38.25	42.25	44
13835	-39.25	42.25	44
13835	-39.25	41.75	44
13835	-37.75	40.25	44
13835	-37.75	39.75	44
13835	-38.25	39.75	44
13835	-38.75	40.25	44
13835	-39.25	40.25	44
13835	-39.75	39.75	44
13835	-41.25	39.75	44
13835	-41.75	40.25	44
13835	-41.75	42.25	44
13835	-42.25	42.25	44
13835	-42.75	41.75	44
13835	-43.75	41.75	44
13835	-44.25	41.25	44
13835	-44.75	41.25	44
13835	-44.75	41.75	44
13835	-44.25	42.25	44
13835	-44.25	43.75	44
13835	-44.75	44.25	44
13835	-44.75	48.25	44
734	-43.25	47.75	1088
734	-43.25	48.25	1088
734	-42.75	48.75	1088
734	-42.25	48.75	1088
734	-42.25	48.25	1088
734	-42.75	47.75	1088
734	-43.25	47.75	1088
737	-41.75	48.75	1088
737	-41.75	47.25	1088
737	-40.75	47.25	1088
737	-40.75	46.25	1088
737	-39.75	46.25	1088
737	-39.25	45.75	1088
737	-39.25	44.75	1088
737	-38.25	43.75	1088
737	-37.75	43.75	1088
737	-37.75	44.75	1088
737	-37.25	44.75	1088
737	-35.75	43.25	1088
737	-35.75	42.75	1088
737	-36.25	42.75	1088
737	-36.75	43.25	1088
737	-37.25	43.25	1088
737	-38.25	42.25	1088
737	-39.25	42.25	1088
737	-39.25	41.75	1088
737	-37.75	40.25	1088
737	-37.75	39.75	1088
737	-38.25	39.75	1088
737	-38.75	40.25	1088
737	-39.25	40.25	1088
737	-39.75	39.75	1088
737	-41.25	39.75	1088
737	-41.75	40.25	1088
737	-41.75	42.25	1088
737	-42.25	42.25	1088
737	-42.75	41.75	1088
737	-43.75	41.75	1088
737	-44.75	40.75	1088
737	-44.75	17.25	1088
737	-43.25	15.75	1088
737	-43.25	15.25	1088
737	-44.25	15.25	1088
737	-44.25	14.75	1088
737	-43.75	14.25	1088
737	-43.75	11.75	1088
737	-44.75	11.75	1088
737	-44.75	10.25	1088
737	-44.25	9.75	1088
737	-43.25	9.75	1088
737	-42.75	9.25	1088
737	-42.25	9.25	1088
737	-41.75	9.75	1088
737	-40.75	9.75	1088
737	-38.75	11.75	1088
737	-38.25	11.75	1088
737	-37.75	11.25	1088
737	-35.75	11.25	1088
737	-35.75	10.75	1088
737	-36.25	10.25	1088
737	-36.25	8.75	1088
737	-33.25	8.75	1088
737	-32.75	8.25	1088
737	-32.75	7.75	1088
737	-33.25	7.25	1088
737	-33.25	5.75	1088
737	-32.75	5.75	1088
737	-32.25	6.25	1088
737	-31.75	6.25	1088
737	-31.75	4.75	1088
737	-32.25	4.25	1088
737	-32.75	4.25	1088
737	-34.25	5.75	1088
737	-34.75	5.75	1088
737	-34.75	3.75	1088
737	-35.25	3.25	1088
737	-36.25	3.25	1088
737	-36.25	1.75	1088
737	-34.75	1.75	1088
737	-33.75	2.75	1088
737	-33.25	2.75	1088
737	-33.25	0.75	1088
737	-32.75	0.75	1088
737	-32.25	1.25	1088
737	-31.25	1.25	1088
737	-29.75	2.75	1088
737	-28.75	2.75	1088
737	-28.75	3.75	1088
737	-27.75	4.75	1088
737	-26.75	4.75	1088
737	-26.75	5.75	1088
737	-26.25	5.75	1088
737	-25.75	5.25	1088
737	-25.75	4.75	1088
737	-26.25	4.25	1088
737	-26.25	3.75	1088
737	-25.75	3.25	1088
737	-25.75	2.25	1088
737	-24.75	2.25	1088
737	-24.75	1.25	1088
737	-24.25	0.75	1088
737	-23.75	0.75	1088
737	-23.75	1.75	1088
737	-22.75	2.75	1088
737	-22.75	3.25	1088
737	-23.75	3.25	1088
737	-24.75	4.25	1088
737	-24.75	4.75	1088
737	-24.25	4.75	1088
737	-23.75	4.25	1088
737	-23.25	4.25	1088
737	-23.25	4.75	1088
737	-23.75	5.25	1088
737	-23.75	5.75	1088
737	-22.75	5.75	1088
737	-22.25	6.25	1088
737	-22.25	6.75	1088
737	-23.25	6.75	1088
737	-23.25	7.25	1088
737	-22.75	7.75	1088
737	-22.75	8.25	1088
737	-23.25	8.75	1088
737	-23.25	9.75	1088
737	-23.75	10.25	1088
737	-24.25	10.25	1088
737	-24.75	9.75	1088
737	-24.75	8.75	1088
737	-25.75	7.75	1088
737	-27.25	7.75	1088
737	-27.25	8.25	1088
737	-26.25	9.25	1088
737	-26.25	9.75	1088
737	-26.75	9.75	1088
737	-27.25	9.25	1088
737	-27.75	9.25	1088
737	-28.25	9.75	1088
737	-28.25	11.75	1088
737	-29.25	11.75	1088
737	-29.25	12.75	1088
737	-29.75	12.75	1088
737	-30.25	12.25	1088
737	-30.75	12.25	1088
737	-30.75	13.75	1088
737	-29.75	13.75	1088
737	-28.75	14.75	1088
737	-27.75	14.75	1088
737	-27.75	15.75	1088
737	-27.25	16.25	1088
737	-26.75	16.25	1088
737	-26.75	14.25	1088
737	-24.75	14.25	1088
737	-22.75	12.25	1088
737	-22.25	12.25	1088
737	-22.25	13.75	1088
737	-23.25	14.75	1088
737	-23.25	15.25	1088
737	-22.75	15.75	1088
737	-22.75	16.25	1088
737	-23.25	16.75	1088
737	-25.25	16.75	1088
737	-25.25	17.25	1088
737	-24.75	17.75	1088
737	-23.75	17.75	1088
737	-23.75	18.25	1088
737	-25.75	20.25	1088
737	-26.25	20.25	1088
737	-26.75	19.75	1088
737	-27.25	19.75	1088
737	-28.25	20.75	1088
737	-28.25	21.25	1088
737	-27.75	21.25	1088
737	-27.25	20.75	1088
737	-26.75	20.75	1088
737	-25.75	21.75	1088
737	-25.75	22.25	1088
737	-26.75	22.25	1088
737	-26.75	22.75	1088
737	-26.25	23.25	1088
737	-25.75	23.25	1088
737	-24.75	22.25	1088
737	-24.75	21.75	1088
737	-25.25	21.25	1088
737	-25.25	20.75	1088
737	-24.75	20.75	1088
737	-23.25	22.25	1088
737	-22.25	22.25	1088
737	-22.25	23.75	1088
737	-22.75	23.75	1088
737	-23.25	23.25	1088
737	-23.75	23.25	1088
737	-24.25	23.75	1088
737	-24.25	24.75	1088
737	-24.75	25.25	1088
737	-24.75	25.75	1088
737	-24.25	26.25	1088
737	-24.25	28.25	1088
737	-23.75	28.75	1088
737	-22.75	28.75	1088
737	-22.25	29.25	1088
737	-21.75	29.25	1088
737	-21.75	28.75	1088
737	-23.25	27.25	1088
737	-23.25	26.75	1088
737	-22.75	26.75	1088
737	-22.25	27.25	1088
737	-20.75	27.25	1088
737	-20.75	26.75	1088
737	-21.25	26.25	1088
737	-21.25	25.75	1088
737	-20.75	25.25	1088
737	-20.75	23.25	1088
737	-18.25	20.75	1088
737	-17.75	20.75	1088
737	-17.25	21.25	1088
737	-17.25	22.25	1088
737	-15.75	22.25	1088
737	-15.75	20.75	1088
737	-16.75	20.75	1088
737	-18.75	18.75	1088
737	-18.75	16.75	1088
737	-19.25	16.25	1088
737	-20.25	16.25	1088
737	-20.25	15.75	1088
737	-19.75	15.25	1088
737	-19.25	15.25	1088
737	-18.25	16.25	1088
737	-16.75	16.25	1088
737	-16.75	14.25	1088
737	-15.75	14.25	1088
737	-15.75	12.25	1088
737	-13.75	12.25	1088
737	-13.75	11.25	1088
737	-13.25	10.75	1088
737	-13.25	9.75	1088
737	-12.25	9.75	1088
737	-12.25	9.25	1088
737	-13.75	7.75	1088
737	-13.75	7.25	1088
737	-12.25	7.25	1088
737	-12.25	8.25	1088
737	-11.75	8.25	1088
737	-11.25	7.75	1088
737	-11.25	7.25	1088
737	-11.75	6.75	1088
737	-11.75	6.25	1088
737	-10.75	6.25	1088
737	-10.75	5.25	1088
737	-10.25	5.25	1088
737	-9.75	5.75	1088
737	-9.75	6.25	1088
737	-10.25	6.75	1088
737	-10.25	7.25	1088
737	-8.75	7.25	1088
737	-8.75	6.25	1088
737	-8.25	5.75	1088
737	-8.25	5.25	1088
737	-9.25	5.25	1088
737	-10.25	4.25	1088
737	-11.25	4.25	1088
737	-11.75	3.75	1088
737	-11.75	2.25	1088
737	-11.25	1.75	1088
737	-11.25	1.25	1088
737	-11.75	0.75	1088
737	-12.25	0.75	1088
737	-12.75	1.25	1088
737	-13.75	1.25	1088
737	-13.75	2.25	1088
737	-14.25	2.75	1088
737	-14.75	2.75	1088
737	-15.25	2.25	1088
737	-15.75	2.25	1088
737	-15.75	2.75	1088
737	-15.25	3.25	1088
737	-15.25	4.75	1088
737	-15.75	4.75	1088
737	-16.75	3.75	1088
737	-16.75	2.75	1088
737	-17.25	2.25	1088
737	-17.75	2.25	1088
737	-17.75	5.25	1088
737	-18.25	5.25	1088
737	-18.75	4.75	1088
737	-18.75	3.75	1088
737	-19.25	3.25	1088
737	-21.25	3.25	1088
737	-21.75	2.75	1088
