fill	x	y	xmin	xmax	ymin	ymax
#494949	3.75	2.75	3.625	3.875	2.625	2.875
#343434	3.5	2.25	3.375	3.625	2.125	2.375
#DADADA	4.5	4.75	4.375	4.625	4.625	4.875
#6A6A6A	4	3.5	3.875	4.125	3.375	3.625
#949494	3.5	2.75	3.375	3.625	2.625	2.875
#5C5C5C	3.75	3	3.625	3.875	2.875	3.125
#0D0D0D	2.25	1	2.125	2.375	0.875	1.125
#525252	2.5	1.5	2.375	2.625	1.375	1.625
#898989	4.25	3.75	4.125	4.375	3.625	3.875
#595959	3.25	1	3.125	3.375	0.875	1.125
#A2A2A2	4.25	4	4.125	4.375	3.875	4.125
#575757	4	3.25	3.875	4.125	3.125	3.375
#797979	4	3	3.875	4.125	2.875	3.125
#9A9A9A	4	3.75	3.875	4.125	3.625	3.875
#2E2E2E	3.25	1.5	3.125	3.375	1.375	1.625
#4E4E4E	3.75	2.5	3.625	3.875	2.375	2.625
#000000	2	0	1.875	2.125	-0.125	0.125
#282828	3.5	2	3.375	3.625	1.875	2.125
#FFFFFF	4.75	5	4.625	4.875	4.875	5.125
#111111	3.25	2	3.125	3.375	1.875	2.125
#666666	3.75	2.25	3.625	3.875	2.125	2.375
#6A6A6A	3.75	3.25	3.625	3.875	3.125	3.375
#242424	3	1.5	2.875	3.125	1.375	1.625
#FFFFFF	4	4	3.875	4.125	3.875	4.125
#4A4A4A	3.5	2.5	3.375	3.625	2.375	2.625
#C5C5C5	4.25	3.5	4.125	4.375	3.375	3.625
#FFFFFF	3.25	3.25	3.125	3.375	3.125	3.375
#363636	2.75	0	2.625	2.875	-0.125	0.125
#111111	2.75	1	2.625	2.875	0.875	1.125
#393939	2.75	1.5	2.625	2.875	1.375	1.625
#060606	2.5	1	2.375	2.625	0.875	1.125
#6D6D6D	3.25	2.25	3.125	3.375	2.125	2.375
#757575	3.5	1.5	3.375	3.625	1.375	1.625
#DADADA	4.25	3.25	4.125	4.375	3.125	3.375
#232323	3	2	2.875	3.125	1.875	2.125
#C5C5C5	4.5	4.5	4.375	4.625	4.375	4.625
#DADADA	4.5	4.25	4.375	4.625	4.125	4.375
#151515	2.5	0	2.375	2.625	-0.125	0.125
#4A4A4A	2.5	2	2.375	2.625	1.875	2.125
#1E1E1E	3	1	2.875	3.125	0.875	1.125
#373737	2.75	2	2.625	2.875	1.875	2.125
#FFFFFF	4.75	5.25	4.625	4.875	5.125	5.375
#A2A2A2	4	2.75	3.875	4.125	2.625	2.875
#6D6D6D	3	0	2.875	3.125	-0.125	0.125
#2A2A2A	1.5	0	1.375	1.625	-0.125	0.125
#FFFFFF	3.25	0	3.125	3.375	-0.125	0.125
#0F0F0F	2.25	0	2.125	2.375	-0.125	0.125
#FFFFFF	4.25	2.75	4.125	4.375	2.625	2.875
#C5C5C5	3.75	2	3.625	3.875	1.875	2.125
#151515	1.75	0	1.625	1.875	-0.125	0.125
#DADADA	3.5	3	3.375	3.625	2.875	3.125
#949494	3.25	2.5	3.125	3.375	2.375	2.625
#DADADA	3.5	3.25	3.375	3.625	3.125	3.375
#FFFFFF	3.75	3.5	3.625	3.875	3.375	3.625
#1E1E1E	2	1	1.875	2.125	0.875	1.125
#FFFFFF	3.5	1	3.375	3.625	0.875	1.125
#C5C5C5	4.25	4.25	4.125	4.375	4.125	4.375
#3C3C3C	1.75	1	1.625	1.875	0.875	1.125
#474747	1.25	0	1.125	1.375	-0.125	0.125
#727272	2.25	2	2.125	2.375	1.875	2.125
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#797979	1	0	0.875	1.125	-0.125	0.125
#898989	2	2	1.875	2.125	1.875	2.125
#ABABAB	1.75	2	1.625	1.875	1.875	2.125
#6D6D6D	2	1.5	1.875	2.125	1.375	1.625
#606060	1.5	1	1.375	1.625	0.875	1.125
#6D6D6D	2.25	1.5	2.125	2.375	1.375	1.625
#9A9A9A	0.75	0	0.625	0.875	-0.125	0.125
#B6B6B6	1.75	1.5	1.625	1.875	1.375	1.625
#FFFFFF	1.25	1.5	1.125	1.375	1.375	1.625
#ABABAB	0.5	0	0.375	0.625	-0.125	0.125
#DADADA	1.25	1	1.125	1.375	0.875	1.125
#FFFFFF	0.75	1	0.625	0.875	0.875	1.125
#FFFFFF	0.25	0	0.125	0.375	-0.125	0.125
#FFFFFF	1.5	2	1.375	1.625	1.875	2.125
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
