fill	x	y	xmin	xmax	ymin	ymax
#171717	1.75	0	1.625	1.875	-2.5	2.5
#B3B3B3	-1.75	30	-1.875	-1.625	27.5	32.5
#535353	-1	5	-1.125	-0.875	2.5	7.5
#535353	-1.25	5	-1.375	-1.125	2.5	7.5
#070707	-0.25	0	-0.375	-0.125	-2.5	2.5
#0A0A0A	0	0	-0.125	0.125	-2.5	2.5
#080808	-0.5	0	-0.625	-0.375	-2.5	2.5
#7D7D7D	-1.25	10	-1.375	-1.125	7.5	12.5
#A4A4A4	-2	15	-2.125	-1.875	12.5	17.5
#505050	-1.75	5	-1.875	-1.625	2.5	7.5
#141414	-1	0	-1.125	-0.875	-2.5	2.5
#4F4F4F	-2	5	-2.125	-1.875	2.5	7.5
#555555	-2.5	5	-2.625	-2.375	2.5	7.5
#525252	-2.25	5	-2.375	-2.125	2.5	7.5
#121212	-0.75	0	-0.875	-0.625	-2.5	2.5
#171717	-1.25	0	-1.375	-1.125	-2.5	2.5
#181818	-1.5	0	-1.625	-1.375	-2.5	2.5
#242424	-1.75	0	-1.875	-1.625	-2.5	2.5
#0F0F0F	0.5	0	0.375	0.625	-2.5	2.5
#000000	0.25	0	0.125	0.375	-2.5	2.5
#0B0B0B	0.75	0	0.625	0.875	-2.5	2.5
#292929	2.25	0	2.125	2.375	-2.5	2.5
#161616	1.25	0	1.125	1.375	-2.5	2.5
#111111	1	0	0.875	1.125	-2.5	2.5
#414141	1.75	5	1.625	1.875	2.5	7.5
#404040	2	5	1.875	2.125	2.5	7.5
#404040	2.25	5	2.125	2.375	2.5	7.5
#191919	1.5	0	1.375	1.625	-2.5	2.5
#2F2F2F	-2.75	0	-2.875	-2.625	-2.5	2.5
#222222	2.5	0	2.375	2.625	-2.5	2.5
#282828	-2	0	-2.125	-1.875	-2.5	2.5
#3F3F3F	-3.25	0	-3.375	-3.125	-2.5	2.5
#323232	-2.5	0	-2.625	-2.375	-2.5	2.5
#363636	-3	0	-3.125	-2.875	-2.5	2.5
#404040	-4.25	0	-4.375	-4.125	-2.5	2.5
#252525	-2.25	0	-2.375	-2.125	-2.5	2.5
#434343	-3.5	0	-3.625	-3.375	-2.5	2.5
#464646	-3.75	0	-3.875	-3.625	-2.5	2.5
#3F3F3F	-4	0	-4.125	-3.875	-2.5	2.5
#2B2B2B	2	0	1.875	2.125	-2.5	2.5
#2F2F2F	3.25	0	3.125	3.375	-2.5	2.5
#2A2A2A	3	0	2.875	3.125	-2.5	2.5
#3F3F3F	3.75	0	3.625	3.875	-2.5	2.5
#3B3B3B	2.75	0	2.625	2.875	-2.5	2.5
#444444	2.75	5	2.625	2.875	2.5	7.5
#4D4D4D	3.5	5	3.375	3.625	2.5	7.5
#4A4A4A	4.25	5	4.125	4.375	2.5	7.5
#3F3F3F	3.5	0	3.375	3.625	-2.5	2.5
#434343	3	5	2.875	3.125	2.5	7.5
#464646	3.25	5	3.125	3.375	2.5	7.5
#414141	4	0	3.875	4.125	-2.5	2.5
#525252	3.75	5	3.625	3.875	2.5	7.5
#4F4F4F	4	5	3.875	4.125	2.5	7.5
#5A5A5A	4.75	5	4.625	4.875	2.5	7.5
#626262	5	5	4.875	5.125	2.5	7.5
#545454	4.5	5	4.375	4.625	2.5	7.5
#777777	5.5	5	5.375	5.625	2.5	7.5
#6C6C6C	5.25	5	5.125	5.375	2.5	7.5
#939393	4.25	0	4.125	4.375	-2.5	2.5
#858585	-1.25	15	-1.375	-1.125	12.5	17.5
#4F4F4F	-0.75	5	-0.875	-0.625	2.5	7.5
#4A4A4A	-0.5	5	-0.625	-0.375	2.5	7.5
#A3A3A3	-1.75	20	-1.875	-1.625	17.5	22.5
#AEAEAE	-1.75	25	-1.875	-1.625	22.5	27.5
#868686	-1.75	10	-1.875	-1.625	7.5	12.5
